Entity,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
57,11.96624802,11.96624802,10.15670299,9.666792616,10.15670299,10.27376649,10.27376649,9.666792616,9.666792616,10.27376649,10.15670299,11.96624802,11.96624802,11.96624802,10.15670299,10.27376649,11.96624802,9.666792616,9.666792616,9.666792616,11.96624802,11.96624802,11.96624802,10.27376649,10.27376649,10.15670299,10.15670299,10.15670299,10.27376649,10.15670299,10.15670299,9.666792616,10.27376649,9.666792616,9.666792616,10.15670299,9.666792616,10.27376649,10.27376649,11.96624802
58,9.883697483,3.973471623,9.313184348,10.55391765,9.313184348,8.635962548,8.635962548,10.55391765,10.55391765,8.635962548,3.889481727,9.883697483,9.883697483,9.883697483,9.313184348,8.635962548,4.018304797,10.55391765,10.55391765,4.042602049,3.901155708,9.883697483,9.883697483,8.635962548,4.004888889,9.313184348,3.782587535,9.313184348,8.635962548,9.313184348,9.313184348,3.889624786,3.968948988,10.55391765,10.55391765,4.032482531,10.55391765,8.635962548,8.635962548,9.883697483
59,10.45735733,10.45735733,11.16848831,10.13403865,11.16848831,9.773778019,9.773778019,10.13403865,10.13403865,9.773778019,11.16848831,10.45735733,10.45735733,10.45735733,11.16848831,9.773778019,10.45735733,10.13403865,10.13403865,10.13403865,10.45735733,10.45735733,10.45735733,9.773778019,9.773778019,11.16848831,11.16848831,11.16848831,9.773778019,11.16848831,11.16848831,10.13403865,9.773778019,10.13403865,10.13403865,11.16848831,10.13403865,9.773778019,9.773778019,10.45735733
60,10.91120968,10.91120968,10.51027325,9.478882682,10.51027325,9.166156419,9.166156419,9.478882682,9.478882682,9.166156419,10.51027325,10.91120968,10.91120968,10.91120968,10.51027325,9.166156419,10.91120968,9.478882682,9.478882682,9.478882682,10.91120968,10.91120968,10.91120968,9.166156419,9.166156419,10.51027325,10.51027325,10.51027325,9.166156419,10.51027325,10.51027325,9.478882682,9.166156419,9.478882682,9.478882682,10.51027325,9.478882682,9.166156419,9.166156419,10.91120968
61,11.87786402,11.87786402,9.549065353,8.904003733,9.549065353,10.1516805,10.1516805,8.904003733,8.904003733,10.1516805,9.549065353,11.87786402,11.87786402,11.87786402,9.549065353,10.1516805,11.87786402,8.904003733,8.904003733,8.904003733,11.87786402,11.87786402,11.87786402,10.1516805,10.1516805,9.549065353,9.549065353,9.549065353,10.1516805,9.549065353,9.549065353,8.904003733,10.1516805,8.904003733,8.904003733,9.549065353,8.904003733,10.1516805,10.1516805,11.87786402
62,9.321496855,3.951568091,10.18875311,10.42646422,10.18875311,11.01755864,11.01755864,10.42646422,10.42646422,11.01755864,4.105170127,9.321496855,9.321496855,9.321496855,10.18875311,11.01755864,3.927389504,10.42646422,10.42646422,4.074127738,4.061985007,9.321496855,9.321496855,11.01755864,4.088300231,10.18875311,4.020183747,10.18875311,11.01755864,10.18875311,10.18875311,4.041958304,3.914747433,10.42646422,10.42646422,4.065349577,10.42646422,11.01755864,11.01755864,9.321496855
63,9.585411274,9.585411274,4.982888735,10.33178196,9.230515077,11.37857014,5.12949458,4.979816196,10.33178196,11.37857014,9.230515077,9.585411274,4.919430192,5.158043184,9.230515077,11.37857014,9.585411274,10.33178196,10.33178196,10.33178196,9.585411274,9.585411274,9.585411274,11.37857014,11.37857014,9.230515077,9.230515077,4.882048137,11.37857014,9.230515077,9.230515077,10.33178196,11.37857014,4.803133844,10.33178196,9.230515077,5.064834735,5.072968919,5.084980665,9.585411274
64,10.7973805,10.7973805,9.108478426,11.10992029,9.108478426,10.91477327,10.91477327,11.10992029,11.10992029,10.91477327,9.108478426,10.7973805,10.7973805,10.7973805,9.108478426,10.91477327,10.7973805,11.10992029,11.10992029,11.10992029,10.7973805,10.7973805,10.7973805,10.91477327,10.91477327,9.108478426,9.108478426,9.108478426,10.91477327,9.108478426,9.108478426,11.10992029,10.91477327,11.10992029,11.10992029,9.108478426,11.10992029,10.91477327,10.91477327,10.7973805
65,10.81340037,10.81340037,11.90504358,8.936673866,11.90504358,10.02045071,10.02045071,8.936673866,8.936673866,10.02045071,11.90504358,10.81340037,10.81340037,10.81340037,11.90504358,10.02045071,10.81340037,8.936673866,8.936673866,8.936673866,10.81340037,10.81340037,10.81340037,10.02045071,10.02045071,11.90504358,11.90504358,11.90504358,10.02045071,11.90504358,11.90504358,8.936673866,10.02045071,8.936673866,8.936673866,11.90504358,8.936673866,10.02045071,10.02045071,10.81340037
66,12.55302611,12.55302611,7.981311341,11.54758106,7.981311341,10.10107915,10.10107915,11.54758106,11.54758106,10.10107915,7.981311341,12.55302611,12.55302611,12.55302611,7.981311341,10.10107915,12.55302611,11.54758106,11.54758106,11.54758106,12.55302611,12.55302611,12.55302611,10.10107915,10.10107915,7.981311341,7.981311341,7.981311341,10.10107915,7.981311341,7.981311341,11.54758106,10.10107915,11.54758106,11.54758106,7.981311341,11.54758106,10.10107915,10.10107915,12.55302611
67,11.18718681,11.18718681,4.868061469,10.54839696,8.92579339,7.842353665,5.057858929,4.868087428,10.54839696,7.842353665,8.92579339,11.18718681,4.856643782,4.841538336,8.92579339,7.842353665,11.18718681,10.54839696,10.54839696,10.54839696,11.18718681,11.18718681,11.18718681,7.842353665,7.842353665,8.92579339,8.92579339,5.057367511,7.842353665,8.92579339,8.92579339,10.54839696,7.842353665,4.892635701,10.54839696,8.92579339,4.949647471,4.889167209,5.062240978,11.18718681
68,10.27962786,10.27962786,10.34288839,9.258663904,10.34288839,9.78595876,9.78595876,9.258663904,9.258663904,9.78595876,10.34288839,10.27962786,10.27962786,10.27962786,10.34288839,9.78595876,10.27962786,9.258663904,9.258663904,9.258663904,10.27962786,10.27962786,10.27962786,9.78595876,9.78595876,10.34288839,10.34288839,10.34288839,9.78595876,10.34288839,10.34288839,9.258663904,9.78595876,9.258663904,9.258663904,10.34288839,9.258663904,9.78595876,9.78595876,10.27962786
69,10.99026225,10.99026225,10.60613026,9.737802511,10.60613026,10.45476927,10.45476927,9.737802511,9.737802511,10.45476927,10.60613026,10.99026225,10.99026225,10.99026225,10.60613026,10.45476927,10.99026225,9.737802511,9.737802511,9.737802511,10.99026225,10.99026225,10.99026225,10.45476927,10.45476927,10.60613026,10.60613026,10.60613026,10.45476927,10.60613026,10.60613026,9.737802511,10.45476927,9.737802511,9.737802511,10.60613026,9.737802511,10.45476927,10.45476927,10.99026225
70,9.678675158,9.678675158,5.046379614,9.674068414,8.941409464,9.56435453,4.82984202,5.017163151,9.674068414,9.56435453,8.941409464,9.678675158,4.913699575,4.989988347,8.941409464,9.56435453,9.678675158,9.674068414,9.674068414,9.674068414,9.678675158,9.678675158,9.678675158,9.56435453,9.56435453,8.941409464,8.941409464,5.055127421,9.56435453,8.941409464,8.941409464,9.674068414,9.56435453,5.07246762,9.674068414,8.941409464,4.905594231,5.221446532,4.964880377,9.678675158
71,10.53979061,10.53979061,11.48193402,11.05271147,11.48193402,10.87196495,10.87196495,11.05271147,11.05271147,10.87196495,11.48193402,10.53979061,10.53979061,10.53979061,11.48193402,10.87196495,10.53979061,11.05271147,11.05271147,11.05271147,10.53979061,10.53979061,10.53979061,10.87196495,10.87196495,11.48193402,11.48193402,11.48193402,10.87196495,11.48193402,11.48193402,11.05271147,10.87196495,11.05271147,11.05271147,11.48193402,11.05271147,10.87196495,10.87196495,10.53979061
72,10.36874206,10.36874206,9.837516868,9.583142412,9.837516868,8.907212791,8.907212791,9.583142412,9.583142412,8.907212791,9.837516868,10.36874206,10.36874206,10.36874206,9.837516868,8.907212791,10.36874206,9.583142412,9.583142412,9.583142412,10.36874206,10.36874206,10.36874206,8.907212791,8.907212791,9.837516868,9.837516868,9.837516868,8.907212791,9.837516868,9.837516868,9.583142412,8.907212791,9.583142412,9.583142412,9.837516868,9.583142412,8.907212791,8.907212791,10.36874206
73,11.01915707,11.01915707,11.82218882,8.556106839,11.82218882,11.23569346,11.23569346,8.556106839,8.556106839,11.23569346,11.82218882,11.01915707,11.01915707,11.01915707,11.82218882,11.23569346,11.01915707,8.556106839,8.556106839,8.556106839,11.01915707,11.01915707,11.01915707,11.23569346,11.23569346,11.82218882,11.82218882,11.82218882,11.23569346,11.82218882,11.82218882,8.556106839,11.23569346,8.556106839,8.556106839,11.82218882,8.556106839,11.23569346,11.23569346,11.01915707
74,9.902587501,9.902587501,9.042150608,9.438123636,9.042150608,9.217798154,9.217798154,9.438123636,9.438123636,9.217798154,9.042150608,9.902587501,9.902587501,9.902587501,9.042150608,9.217798154,9.902587501,9.438123636,9.438123636,9.438123636,9.902587501,9.902587501,9.902587501,9.217798154,9.217798154,9.042150608,9.042150608,9.042150608,9.217798154,9.042150608,9.042150608,9.438123636,9.217798154,9.438123636,9.438123636,9.042150608,9.438123636,9.217798154,9.217798154,9.902587501
75,10.23111493,10.23111493,10.48409939,9.388834083,10.48409939,10.36411469,10.36411469,9.388834083,9.388834083,10.36411469,10.48409939,10.23111493,10.23111493,10.23111493,10.48409939,10.36411469,10.23111493,9.388834083,9.388834083,9.388834083,10.23111493,10.23111493,10.23111493,10.36411469,10.36411469,10.48409939,10.48409939,10.48409939,10.36411469,10.48409939,10.48409939,9.388834083,10.36411469,9.388834083,9.388834083,10.48409939,9.388834083,10.36411469,10.36411469,10.23111493
76,11.5164906,11.5164906,9.017629364,9.261472295,9.017629364,10.12799297,10.12799297,9.261472295,9.261472295,10.12799297,9.017629364,11.5164906,11.5164906,11.5164906,9.017629364,10.12799297,11.5164906,9.261472295,9.261472295,9.261472295,11.5164906,11.5164906,11.5164906,10.12799297,10.12799297,9.017629364,9.017629364,9.017629364,10.12799297,9.017629364,9.017629364,9.261472295,10.12799297,9.261472295,9.261472295,9.017629364,9.261472295,10.12799297,10.12799297,11.5164906
77,9.837578058,9.837578058,4.873780545,12.18733299,11.07051604,9.22585507,5.050848479,5.11025652,12.18733299,9.22585507,11.07051604,9.837578058,4.999641969,4.783158225,11.07051604,9.22585507,9.837578058,12.18733299,12.18733299,12.18733299,9.837578058,9.837578058,9.837578058,9.22585507,9.22585507,11.07051604,11.07051604,5.086879327,9.22585507,11.07051604,11.07051604,12.18733299,9.22585507,5.045195212,12.18733299,11.07051604,4.932088773,5.089257106,5.083762993,9.837578058
78,8.635290542,8.635290542,7.450657225,9.048381433,7.450657225,10.67069597,10.67069597,9.048381433,9.048381433,10.67069597,7.450657225,8.635290542,8.635290542,8.635290542,7.450657225,10.67069597,8.635290542,9.048381433,9.048381433,9.048381433,8.635290542,8.635290542,8.635290542,10.67069597,10.67069597,7.450657225,7.450657225,7.450657225,10.67069597,7.450657225,7.450657225,9.048381433,10.67069597,9.048381433,9.048381433,7.450657225,9.048381433,10.67069597,10.67069597,8.635290542
79,11.06109525,11.06109525,12.79739115,9.424653037,12.79739115,10.49222857,10.49222857,9.424653037,9.424653037,10.49222857,12.79739115,11.06109525,11.06109525,11.06109525,12.79739115,10.49222857,11.06109525,9.424653037,9.424653037,9.424653037,11.06109525,11.06109525,11.06109525,10.49222857,10.49222857,12.79739115,12.79739115,12.79739115,10.49222857,12.79739115,12.79739115,9.424653037,10.49222857,9.424653037,9.424653037,12.79739115,9.424653037,10.49222857,10.49222857,11.06109525
80,10.37464357,10.37464357,10.05576477,8.712969524,10.05576477,8.363620732,8.363620732,8.712969524,8.712969524,8.363620732,10.05576477,10.37464357,10.37464357,10.37464357,10.05576477,8.363620732,10.37464357,8.712969524,8.712969524,8.712969524,10.37464357,10.37464357,10.37464357,8.363620732,8.363620732,10.05576477,10.05576477,10.05576477,8.363620732,10.05576477,10.05576477,8.712969524,8.363620732,8.712969524,8.712969524,10.05576477,8.712969524,8.363620732,8.363620732,10.37464357
81,10.84643629,10.84643629,9.963462778,8.973995552,9.963462778,8.661225713,8.661225713,8.973995552,8.973995552,8.661225713,9.963462778,10.84643629,10.84643629,10.84643629,9.963462778,8.661225713,10.84643629,8.973995552,8.973995552,8.973995552,10.84643629,10.84643629,10.84643629,8.661225713,8.661225713,9.963462778,9.963462778,9.963462778,8.661225713,9.963462778,9.963462778,8.973995552,8.661225713,8.973995552,8.973995552,9.963462778,8.973995552,8.661225713,8.661225713,10.84643629
82,11.61554532,11.61554532,9.451372639,9.335230565,9.451372639,12.43022665,12.43022665,9.335230565,9.335230565,12.43022665,9.451372639,11.61554532,11.61554532,11.61554532,9.451372639,12.43022665,11.61554532,9.335230565,9.335230565,9.335230565,11.61554532,11.61554532,11.61554532,12.43022665,12.43022665,9.451372639,9.451372639,9.451372639,12.43022665,9.451372639,9.451372639,9.335230565,12.43022665,9.335230565,9.335230565,9.451372639,9.335230565,12.43022665,12.43022665,11.61554532
83,10.27687246,10.27687246,11.05766417,9.00749285,11.05766417,9.383564157,9.383564157,9.00749285,9.00749285,9.383564157,11.05766417,10.27687246,10.27687246,10.27687246,11.05766417,9.383564157,10.27687246,9.00749285,9.00749285,9.00749285,10.27687246,10.27687246,10.27687246,9.383564157,9.383564157,11.05766417,11.05766417,11.05766417,9.383564157,11.05766417,11.05766417,9.00749285,9.383564157,9.00749285,9.00749285,11.05766417,9.00749285,9.383564157,9.383564157,10.27687246
84,11.21458879,11.21458879,9.546353626,9.27693403,9.546353626,10.31001699,10.31001699,9.27693403,9.27693403,10.31001699,9.546353626,11.21458879,11.21458879,11.21458879,9.546353626,10.31001699,11.21458879,9.27693403,9.27693403,9.27693403,11.21458879,11.21458879,11.21458879,10.31001699,10.31001699,9.546353626,9.546353626,9.546353626,10.31001699,9.546353626,9.546353626,9.27693403,10.31001699,9.27693403,9.27693403,9.546353626,9.27693403,10.31001699,10.31001699,11.21458879
85,11.54660915,11.54660915,11.59336995,9.527208592,11.59336995,10.91139129,10.91139129,9.527208592,9.527208592,10.91139129,11.59336995,11.54660915,11.54660915,11.54660915,11.59336995,10.91139129,11.54660915,9.527208592,9.527208592,9.527208592,11.54660915,11.54660915,11.54660915,10.91139129,10.91139129,11.59336995,11.59336995,11.59336995,10.91139129,11.59336995,11.59336995,9.527208592,10.91139129,9.527208592,9.527208592,11.59336995,9.527208592,10.91139129,10.91139129,11.54660915
86,11.6659909,11.6659909,11.48240272,10.08920722,11.48240272,10.079502,10.079502,10.08920722,10.08920722,10.079502,11.48240272,11.6659909,11.6659909,11.6659909,11.48240272,10.079502,11.6659909,10.08920722,10.08920722,10.08920722,11.6659909,11.6659909,11.6659909,10.079502,10.079502,11.48240272,11.48240272,11.48240272,10.079502,11.48240272,11.48240272,10.08920722,10.079502,10.08920722,10.08920722,11.48240272,10.08920722,10.079502,10.079502,11.6659909
87,11.13105465,11.13105465,10.76163951,8.243472604,10.76163951,10.58673534,10.58673534,8.243472604,8.243472604,10.58673534,10.76163951,11.13105465,11.13105465,11.13105465,10.76163951,10.58673534,11.13105465,8.243472604,8.243472604,8.243472604,11.13105465,11.13105465,11.13105465,10.58673534,10.58673534,10.76163951,10.76163951,10.76163951,10.58673534,10.76163951,10.76163951,8.243472604,10.58673534,8.243472604,8.243472604,10.76163951,8.243472604,10.58673534,10.58673534,11.13105465
88,9.829360382,9.829360382,9.369032133,8.689198467,9.369032133,9.126929,9.126929,8.689198467,8.689198467,9.126929,9.369032133,9.829360382,9.829360382,9.829360382,9.369032133,9.126929,9.829360382,8.689198467,8.689198467,8.689198467,9.829360382,9.829360382,9.829360382,9.126929,9.126929,9.369032133,9.369032133,9.369032133,9.126929,9.369032133,9.369032133,8.689198467,9.126929,8.689198467,8.689198467,9.369032133,8.689198467,9.126929,9.126929,9.829360382
89,10.62203324,10.62203324,10.26691825,8.539359929,10.26691825,10.71270333,10.71270333,8.539359929,8.539359929,10.71270333,10.26691825,10.62203324,10.62203324,10.62203324,10.26691825,10.71270333,10.62203324,8.539359929,8.539359929,8.539359929,10.62203324,10.62203324,10.62203324,10.71270333,10.71270333,10.26691825,10.26691825,10.26691825,10.71270333,10.26691825,10.26691825,8.539359929,10.71270333,8.539359929,8.539359929,10.26691825,8.539359929,10.71270333,10.71270333,10.62203324
90,10.17058808,10.17058808,9.90451241,10.83778704,9.90451241,9.939178045,9.939178045,10.83778704,10.83778704,9.939178045,9.90451241,10.17058808,10.17058808,10.17058808,9.90451241,9.939178045,10.17058808,10.83778704,10.83778704,10.83778704,10.17058808,10.17058808,10.17058808,9.939178045,9.939178045,9.90451241,9.90451241,9.90451241,9.939178045,9.90451241,9.90451241,10.83778704,9.939178045,10.83778704,10.83778704,9.90451241,10.83778704,9.939178045,9.939178045,10.17058808
91,9.868125088,9.868125088,9.222378557,10.02467498,9.222378557,10.02610023,10.02610023,10.02467498,10.02467498,10.02610023,9.222378557,9.868125088,9.868125088,9.868125088,9.222378557,10.02610023,9.868125088,10.02467498,10.02467498,10.02467498,9.868125088,9.868125088,9.868125088,10.02610023,10.02610023,9.222378557,9.222378557,9.222378557,10.02610023,9.222378557,9.222378557,10.02467498,10.02610023,10.02467498,10.02467498,9.222378557,10.02467498,10.02610023,10.02610023,9.868125088
92,9.306905386,9.306905386,9.982019759,9.753308122,9.982019759,9.365251735,9.365251735,9.753308122,9.753308122,9.365251735,9.982019759,9.306905386,9.306905386,9.306905386,9.982019759,9.365251735,9.306905386,9.753308122,9.753308122,9.753308122,9.306905386,9.306905386,9.306905386,9.365251735,9.365251735,9.982019759,9.982019759,9.982019759,9.365251735,9.982019759,9.982019759,9.753308122,9.365251735,9.753308122,9.753308122,9.982019759,9.753308122,9.365251735,9.365251735,9.306905386
93,9.54680217,9.54680217,11.44566224,10.49785048,11.44566224,9.894328666,9.894328666,10.49785048,10.49785048,9.894328666,11.44566224,9.54680217,9.54680217,9.54680217,11.44566224,9.894328666,9.54680217,10.49785048,10.49785048,10.49785048,9.54680217,9.54680217,9.54680217,9.894328666,9.894328666,11.44566224,11.44566224,11.44566224,9.894328666,11.44566224,11.44566224,10.49785048,9.894328666,10.49785048,10.49785048,11.44566224,10.49785048,9.894328666,9.894328666,9.54680217
94,8.86079936,8.86079936,10.38515482,10.845013,10.38515482,10.96126415,10.96126415,10.845013,10.845013,10.96126415,10.38515482,8.86079936,8.86079936,8.86079936,10.38515482,10.96126415,8.86079936,10.845013,10.845013,10.845013,8.86079936,8.86079936,8.86079936,10.96126415,10.96126415,10.38515482,10.38515482,10.38515482,10.96126415,10.38515482,10.38515482,10.845013,10.96126415,10.845013,10.845013,10.38515482,10.845013,10.96126415,10.96126415,8.86079936
95,9.732293578,9.732293578,9.475328801,9.636342703,9.475328801,11.11464855,11.11464855,9.636342703,9.636342703,11.11464855,9.475328801,9.732293578,9.732293578,9.732293578,9.475328801,11.11464855,9.732293578,9.636342703,9.636342703,9.636342703,9.732293578,9.732293578,9.732293578,11.11464855,11.11464855,9.475328801,9.475328801,9.475328801,11.11464855,9.475328801,9.475328801,9.636342703,11.11464855,9.636342703,9.636342703,9.475328801,9.636342703,11.11464855,11.11464855,9.732293578
96,10.56204139,10.56204139,12.06470428,11.05418102,12.06470428,10.46496799,10.46496799,11.05418102,11.05418102,10.46496799,12.06470428,10.56204139,10.56204139,10.56204139,12.06470428,10.46496799,10.56204139,11.05418102,11.05418102,11.05418102,10.56204139,10.56204139,10.56204139,10.46496799,10.46496799,12.06470428,12.06470428,12.06470428,10.46496799,12.06470428,12.06470428,11.05418102,10.46496799,11.05418102,11.05418102,12.06470428,11.05418102,10.46496799,10.46496799,10.56204139
97,8.470689469,8.470689469,10.89839624,9.743907808,10.89839624,11.27226678,11.27226678,9.743907808,9.743907808,11.27226678,10.89839624,8.470689469,8.470689469,8.470689469,10.89839624,11.27226678,8.470689469,9.743907808,9.743907808,9.743907808,8.470689469,8.470689469,8.470689469,11.27226678,11.27226678,10.89839624,10.89839624,10.89839624,11.27226678,10.89839624,10.89839624,9.743907808,11.27226678,9.743907808,9.743907808,10.89839624,9.743907808,11.27226678,11.27226678,8.470689469
98,8.557965354,8.557965354,8.431575379,8.984407421,8.431575379,9.441543088,9.441543088,8.984407421,8.984407421,9.441543088,8.431575379,8.557965354,8.557965354,8.557965354,8.431575379,9.441543088,8.557965354,8.984407421,8.984407421,8.984407421,8.557965354,8.557965354,8.557965354,9.441543088,9.441543088,8.431575379,8.431575379,8.431575379,9.441543088,8.431575379,8.431575379,8.984407421,9.441543088,8.984407421,8.984407421,8.431575379,8.984407421,9.441543088,9.441543088,8.557965354
99,10.15735335,10.15735335,8.314083545,8.734603648,8.314083545,11.67105483,11.67105483,8.734603648,8.734603648,11.67105483,8.314083545,10.15735335,10.15735335,10.15735335,8.314083545,11.67105483,10.15735335,8.734603648,8.734603648,8.734603648,10.15735335,10.15735335,10.15735335,11.67105483,11.67105483,8.314083545,8.314083545,8.314083545,11.67105483,8.314083545,8.314083545,8.734603648,11.67105483,8.734603648,8.734603648,8.314083545,8.734603648,11.67105483,11.67105483,10.15735335
100,9.211036782,9.211036782,4.857978051,9.372093924,9.786692857,9.170522388,5.080618486,4.985538893,9.372093924,9.170522388,9.786692857,9.211036782,5.088511246,5.039356637,9.786692857,9.170522388,9.211036782,9.372093924,9.372093924,9.372093924,9.211036782,9.211036782,9.211036782,9.170522388,9.170522388,9.786692857,9.786692857,5.133438359,9.170522388,9.786692857,9.786692857,9.372093924,9.170522388,5.127907258,9.372093924,9.786692857,4.925033142,5.228411648,4.978578847,9.211036782
101,9.235393986,9.235393986,11.43976126,9.780949621,11.43976126,10.58299141,10.58299141,9.780949621,9.780949621,10.58299141,11.43976126,9.235393986,9.235393986,9.235393986,11.43976126,10.58299141,9.235393986,9.780949621,9.780949621,9.780949621,9.235393986,9.235393986,9.235393986,10.58299141,10.58299141,11.43976126,11.43976126,11.43976126,10.58299141,11.43976126,11.43976126,9.780949621,10.58299141,9.780949621,9.780949621,11.43976126,9.780949621,10.58299141,10.58299141,9.235393986
102,8.883583588,8.883583588,12.19359007,11.14526311,12.19359007,10.84053983,10.84053983,11.14526311,11.14526311,10.84053983,12.19359007,8.883583588,8.883583588,8.883583588,12.19359007,10.84053983,8.883583588,11.14526311,11.14526311,11.14526311,8.883583588,8.883583588,8.883583588,10.84053983,10.84053983,12.19359007,12.19359007,12.19359007,10.84053983,12.19359007,12.19359007,11.14526311,10.84053983,11.14526311,11.14526311,12.19359007,11.14526311,10.84053983,10.84053983,8.883583588
103,9.507062576,3.964563078,11.36813265,9.619528999,11.36813265,9.898116744,9.898116744,9.619528999,9.619528999,9.898116744,4.007400521,9.507062576,9.507062576,9.507062576,11.36813265,9.898116744,4.038708312,9.619528999,9.619528999,4.112566761,4.029435339,9.507062576,9.507062576,9.898116744,3.992962308,11.36813265,3.841091031,11.36813265,9.898116744,11.36813265,11.36813265,4.036235216,4.100949619,9.619528999,9.619528999,4.09084477,9.619528999,9.898116744,9.898116744,9.507062576
104,12.16141585,12.16141585,10.08393068,9.405382733,10.08393068,7.929248929,7.929248929,9.405382733,9.405382733,7.929248929,10.08393068,12.16141585,12.16141585,12.16141585,10.08393068,7.929248929,12.16141585,9.405382733,9.405382733,9.405382733,12.16141585,12.16141585,12.16141585,7.929248929,7.929248929,10.08393068,10.08393068,10.08393068,7.929248929,10.08393068,10.08393068,9.405382733,7.929248929,9.405382733,9.405382733,10.08393068,9.405382733,7.929248929,7.929248929,12.16141585
105,8.541150586,8.541150586,9.668454242,11.0807995,9.668454242,9.948702114,9.948702114,11.0807995,11.0807995,9.948702114,9.668454242,8.541150586,8.541150586,8.541150586,9.668454242,9.948702114,8.541150586,11.0807995,11.0807995,11.0807995,8.541150586,8.541150586,8.541150586,9.948702114,9.948702114,9.668454242,9.668454242,9.668454242,9.948702114,9.668454242,9.668454242,11.0807995,9.948702114,11.0807995,11.0807995,9.668454242,11.0807995,9.948702114,9.948702114,8.541150586
106,9.760970932,9.760970932,5.130526154,11.09683901,9.917913096,10.4562364,5.057833494,4.99231341,11.09683901,10.4562364,9.917913096,9.760970932,4.883381529,4.999601106,9.917913096,10.4562364,9.760970932,11.09683901,11.09683901,11.09683901,9.760970932,9.760970932,9.760970932,10.4562364,10.4562364,9.917913096,9.917913096,4.825897798,10.4562364,9.917913096,9.917913096,11.09683901,10.4562364,4.985118364,11.09683901,9.917913096,4.878018997,4.941291438,5.122456031,9.760970932
107,10.14362323,10.14362323,11.34164029,10.96252797,11.34164029,8.543534083,8.543534083,10.96252797,10.96252797,8.543534083,11.34164029,10.14362323,10.14362323,10.14362323,11.34164029,8.543534083,10.14362323,10.96252797,10.96252797,10.96252797,10.14362323,10.14362323,10.14362323,8.543534083,8.543534083,11.34164029,11.34164029,11.34164029,8.543534083,11.34164029,11.34164029,10.96252797,8.543534083,10.96252797,10.96252797,11.34164029,10.96252797,8.543534083,8.543534083,10.14362323
108,10.64751336,10.64751336,9.755116221,8.814519915,9.755116221,10.55215771,10.55215771,8.814519915,8.814519915,10.55215771,9.755116221,10.64751336,10.64751336,10.64751336,9.755116221,10.55215771,10.64751336,8.814519915,8.814519915,8.814519915,10.64751336,10.64751336,10.64751336,10.55215771,10.55215771,9.755116221,9.755116221,9.755116221,10.55215771,9.755116221,9.755116221,8.814519915,10.55215771,8.814519915,8.814519915,9.755116221,8.814519915,10.55215771,10.55215771,10.64751336
109,10.14410466,10.14410466,9.726037625,9.523753105,9.726037625,9.904852549,9.904852549,9.523753105,9.523753105,9.904852549,9.726037625,10.14410466,10.14410466,10.14410466,9.726037625,9.904852549,10.14410466,9.523753105,9.523753105,9.523753105,10.14410466,10.14410466,10.14410466,9.904852549,9.904852549,9.726037625,9.726037625,9.726037625,9.904852549,9.726037625,9.726037625,9.523753105,9.904852549,9.523753105,9.523753105,9.726037625,9.523753105,9.904852549,9.904852549,10.14410466
110,7.39830033,7.39830033,11.09660847,11.78691314,11.09660847,10.7035239,10.7035239,11.78691314,11.78691314,10.7035239,11.09660847,7.39830033,7.39830033,7.39830033,11.09660847,10.7035239,7.39830033,11.78691314,11.78691314,11.78691314,7.39830033,7.39830033,7.39830033,10.7035239,10.7035239,11.09660847,11.09660847,11.09660847,10.7035239,11.09660847,11.09660847,11.78691314,10.7035239,11.78691314,11.78691314,11.09660847,11.78691314,10.7035239,10.7035239,7.39830033
111,10.25024782,10.25024782,10.22855697,9.348050098,10.22855697,9.549661376,9.549661376,9.348050098,9.348050098,9.549661376,10.22855697,10.25024782,10.25024782,10.25024782,10.22855697,9.549661376,10.25024782,9.348050098,9.348050098,9.348050098,10.25024782,10.25024782,10.25024782,9.549661376,9.549661376,10.22855697,10.22855697,10.22855697,9.549661376,10.22855697,10.22855697,9.348050098,9.549661376,9.348050098,9.348050098,10.22855697,9.348050098,9.549661376,9.549661376,10.25024782
112,8.147383176,8.147383176,9.556250688,9.282781838,9.556250688,10.13909786,10.13909786,9.282781838,9.282781838,10.13909786,9.556250688,8.147383176,8.147383176,8.147383176,9.556250688,10.13909786,8.147383176,9.282781838,9.282781838,9.282781838,8.147383176,8.147383176,8.147383176,10.13909786,10.13909786,9.556250688,9.556250688,9.556250688,10.13909786,9.556250688,9.556250688,9.282781838,10.13909786,9.282781838,9.282781838,9.556250688,9.282781838,10.13909786,10.13909786,8.147383176
113,9.836715068,9.836715068,9.349487381,12.29307897,9.349487381,8.813793415,8.813793415,12.29307897,12.29307897,8.813793415,9.349487381,9.836715068,9.836715068,9.836715068,9.349487381,8.813793415,9.836715068,12.29307897,12.29307897,12.29307897,9.836715068,9.836715068,9.836715068,8.813793415,8.813793415,9.349487381,9.349487381,9.349487381,8.813793415,9.349487381,9.349487381,12.29307897,8.813793415,12.29307897,12.29307897,9.349487381,12.29307897,8.813793415,8.813793415,9.836715068
